Postaja,Regija,Datum,SO2,NO2
hrastnik,Zasavska,2007-12-31,113.0,
hrastnik,Zasavska,2008-01-31,65.0,
hrastnik,Zasavska,2008-02-29,81.0,
hrastnik,Zasavska,2008-03-31,44.0,
hrastnik,Zasavska,2008-04-30,81.0,
hrastnik,Zasavska,2008-05-31,14.0,
hrastnik,Zasavska,2008-06-30,6.0,
hrastnik,Zasavska,2008-07-31,16.0,
hrastnik,Zasavska,2008-08-31,33.0,
hrastnik,Zasavska,2008-09-30,34.0,
hrastnik,Zasavska,2008-10-31,75.0,
hrastnik,Zasavska,2008-11-30,19.0,
hrastnik,Zasavska,2008-12-31,24.0,
hrastnik,Zasavska,2009-01-31,52.0,
hrastnik,Zasavska,2009-02-28,34.0,
hrastnik,Zasavska,2009-03-31,44.0,
hrastnik,Zasavska,2009-04-30,20.0,
hrastnik,Zasavska,2009-05-31,11.0,
hrastnik,Zasavska,2009-06-30,48.0,
hrastnik,Zasavska,2009-07-31,22.0,
hrastnik,Zasavska,2009-08-31,31.0,
hrastnik,Zasavska,2009-09-30,25.0,
hrastnik,Zasavska,2009-10-31,49.0,
hrastnik,Zasavska,2009-11-30,44.0,
hrastnik,Zasavska,2009-12-31,28.0,
hrastnik,Zasavska,2010-01-31,28.0,78.0
hrastnik,Zasavska,2010-02-28,38.0,72.0
hrastnik,Zasavska,2010-03-31,44.0,67.0
hrastnik,Zasavska,2010-04-30,12.0,74.0
hrastnik,Zasavska,2010-05-31,5.0,69.0
hrastnik,Zasavska,2010-06-30,6.0,56.0
hrastnik,Zasavska,2010-07-31,6.0,72.0
hrastnik,Zasavska,2010-08-31,17.0,47.0
hrastnik,Zasavska,2010-09-30,46.0,40.0
hrastnik,Zasavska,2010-10-31,33.0,74.0
hrastnik,Zasavska,2010-11-30,26.0,65.0
hrastnik,Zasavska,2010-12-31,43.0,61.0
hrastnik,Zasavska,2011-01-31,21.0,
hrastnik,Zasavska,2011-02-28,52.0,
hrastnik,Zasavska,2011-03-31,61.0,
hrastnik,Zasavska,2011-04-30,20.0,
hrastnik,Zasavska,2011-05-31,20.0,
hrastnik,Zasavska,2011-06-30,24.0,
hrastnik,Zasavska,2011-07-31,27.0,
hrastnik,Zasavska,2011-08-31,40.0,
hrastnik,Zasavska,2011-09-30,32.0,
hrastnik,Zasavska,2011-10-31,36.0,
hrastnik,Zasavska,2011-11-30,90.0,
hrastnik,Zasavska,2011-12-31,23.0,
hrastnik,Zasavska,2012-01-31,38.0,
hrastnik,Zasavska,2012-02-29,38.0,
hrastnik,Zasavska,2012-03-31,103.0,
hrastnik,Zasavska,2012-04-30,22.0,
hrastnik,Zasavska,2012-05-31,20.0,
hrastnik,Zasavska,2012-06-30,20.0,
hrastnik,Zasavska,2012-07-31,34.0,
hrastnik,Zasavska,2012-08-31,25.0,
hrastnik,Zasavska,2012-09-30,54.0,
hrastnik,Zasavska,2012-10-31,22.0,
hrastnik,Zasavska,2012-11-30,15.0,
hrastnik,Zasavska,2012-12-31,42.0,
hrastnik,Zasavska,2013-01-31,19.0,
hrastnik,Zasavska,2013-02-28,25.0,
hrastnik,Zasavska,2013-03-31,44.0,
hrastnik,Zasavska,2013-04-30,16.0,
hrastnik,Zasavska,2013-05-31,8.0,
hrastnik,Zasavska,2013-06-30,9.0,
hrastnik,Zasavska,2013-07-31,42.0,
hrastnik,Zasavska,2013-08-31,30.0,
hrastnik,Zasavska,2013-09-30,32.0,
hrastnik,Zasavska,2013-10-31,19.0,
hrastnik,Zasavska,2013-11-30,29.0,
hrastnik,Zasavska,2013-12-31,29.0,
hrastnik,Zasavska,2014-01-31,19.0,
hrastnik,Zasavska,2014-02-28,40.0,
hrastnik,Zasavska,2014-03-31,10.0,
hrastnik,Zasavska,2014-04-30,9.0,
hrastnik,Zasavska,2014-05-31,11.0,
hrastnik,Zasavska,2014-06-30,9.0,
hrastnik,Zasavska,2014-07-31,12.0,
hrastnik,Zasavska,2014-08-31,14.0,
hrastnik,Zasavska,2014-09-30,69.0,
hrastnik,Zasavska,2014-10-31,15.0,
hrastnik,Zasavska,2014-11-30,51.0,
hrastnik,Zasavska,2014-12-31,63.0,
hrastnik,Zasavska,2015-01-31,13.0,
hrastnik,Zasavska,2015-02-28,19.0,
hrastnik,Zasavska,2015-03-31,19.0,
hrastnik,Zasavska,2015-04-30,9.0,
hrastnik,Zasavska,2015-05-31,8.0,
hrastnik,Zasavska,2015-06-30,11.0,
hrastnik,Zasavska,2015-07-31,9.0,
hrastnik,Zasavska,2015-08-31,20.0,
hrastnik,Zasavska,2015-09-30,9.0,
hrastnik,Zasavska,2015-10-31,8.0,
hrastnik,Zasavska,2015-11-30,18.0,
hrastnik,Zasavska,2015-12-31,23.0,
hrastnik,Zasavska,2016-01-31,19.0,
hrastnik,Zasavska,2016-02-29,22.0,
hrastnik,Zasavska,2016-03-31,17.0,
hrastnik,Zasavska,2016-04-30,7.0,
hrastnik,Zasavska,2016-05-31,9.0,
hrastnik,Zasavska,2016-06-30,8.0,
hrastnik,Zasavska,2016-07-31,10.0,
hrastnik,Zasavska,2016-08-31,22.0,
hrastnik,Zasavska,2016-09-30,18.0,
hrastnik,Zasavska,2016-10-31,12.0,
hrastnik,Zasavska,2016-11-30,15.0,
hrastnik,Zasavska,2016-12-31,39.0,
hrastnik,Zasavska,2017-01-31,33.0,
hrastnik,Zasavska,2017-02-28,17.0,
hrastnik,Zasavska,2017-03-31,12.0,
hrastnik,Zasavska,2017-04-30,9.0,
hrastnik,Zasavska,2017-05-31,9.0,
hrastnik,Zasavska,2017-06-30,6.0,
hrastnik,Zasavska,2017-07-31,7.0,
hrastnik,Zasavska,2017-08-31,9.0,
hrastnik,Zasavska,2017-09-30,10.0,
hrastnik,Zasavska,2017-10-31,15.0,
hrastnik,Zasavska,2017-11-30,8.0,
hrastnik,Zasavska,2017-12-31,13.0,
hrastnik,Zasavska,2018-01-31,8.0,
hrastnik,Zasavska,2018-02-28,9.0,
hrastnik,Zasavska,2018-03-31,22.0,
hrastnik,Zasavska,2018-04-30,9.0,
hrastnik,Zasavska,2018-05-31,27.0,
hrastnik,Zasavska,2018-06-30,3.0,
hrastnik,Zasavska,2018-07-31,4.0,
hrastnik,Zasavska,2018-08-31,15.0,
hrastnik,Zasavska,2018-09-30,21.0,
hrastnik,Zasavska,2018-10-31,24.0,
hrastnik,Zasavska,2018-11-30,18.0,
hrastnik,Zasavska,2018-12-31,21.0,
hrastnik,Zasavska,2019-01-31,10.0,
hrastnik,Zasavska,2019-02-28,11.0,
hrastnik,Zasavska,2019-03-31,18.0,
hrastnik,Zasavska,2019-04-30,5.0,
hrastnik,Zasavska,2019-05-31,11.0,
hrastnik,Zasavska,2019-06-30,5.0,
hrastnik,Zasavska,2019-07-31,4.0,
hrastnik,Zasavska,2019-08-31,5.0,
hrastnik,Zasavska,2019-09-30,9.0,
hrastnik,Zasavska,2019-10-31,,
hrastnik,Zasavska,2019-11-30,,
hrastnik,Zasavska,2019-12-31,,
iskrba,Jugovzhodna Slovenija,2016-01-31,4.2,
iskrba,Jugovzhodna Slovenija,2016-02-29,0.3,
iskrba,Jugovzhodna Slovenija,2016-03-31,3.0,
iskrba,Jugovzhodna Slovenija,2016-04-30,1.7,
iskrba,Jugovzhodna Slovenija,2016-05-31,1.5,
iskrba,Jugovzhodna Slovenija,2016-06-30,0.9,
iskrba,Jugovzhodna Slovenija,2016-07-31,1.2,
iskrba,Jugovzhodna Slovenija,2016-08-31,2.4,
iskrba,Jugovzhodna Slovenija,2016-09-30,2.5,
iskrba,Jugovzhodna Slovenija,2016-10-31,0.3,
iskrba,Jugovzhodna Slovenija,2016-11-30,2.9,
iskrba,Jugovzhodna Slovenija,2016-12-31,2.8,
iskrba,Jugovzhodna Slovenija,2017-01-31,,10.0
iskrba,Jugovzhodna Slovenija,2017-02-28,,13.0
iskrba,Jugovzhodna Slovenija,2017-03-31,,5.0
iskrba,Jugovzhodna Slovenija,2017-04-30,,5.0
iskrba,Jugovzhodna Slovenija,2017-05-31,,3.0
iskrba,Jugovzhodna Slovenija,2017-06-30,,3.0
iskrba,Jugovzhodna Slovenija,2017-07-31,,5.0
iskrba,Jugovzhodna Slovenija,2017-08-31,,4.0
iskrba,Jugovzhodna Slovenija,2017-09-30,,4.0
iskrba,Jugovzhodna Slovenija,2017-10-31,,9.0
iskrba,Jugovzhodna Slovenija,2017-11-30,,9.0
iskrba,Jugovzhodna Slovenija,2017-12-31,,13.0
iskrba,Jugovzhodna Slovenija,2018-01-31,,16.0
iskrba,Jugovzhodna Slovenija,2018-02-28,,10.0
iskrba,Jugovzhodna Slovenija,2018-03-31,18.0,11.0
iskrba,Jugovzhodna Slovenija,2018-04-30,15.0,6.0
iskrba,Jugovzhodna Slovenija,2018-05-31,17.0,4.0
iskrba,Jugovzhodna Slovenija,2018-06-30,28.0,6.0
iskrba,Jugovzhodna Slovenija,2018-07-31,8.0,14.0
iskrba,Jugovzhodna Slovenija,2018-08-31,6.0,11.0
iskrba,Jugovzhodna Slovenija,2018-09-30,9.0,5.0
iskrba,Jugovzhodna Slovenija,2018-10-31,13.0,5.0
iskrba,Jugovzhodna Slovenija,2018-11-30,9.0,11.0
iskrba,Jugovzhodna Slovenija,2018-12-31,5.0,13.0
iskrba,Jugovzhodna Slovenija,2019-01-31,17.0,12.0
iskrba,Jugovzhodna Slovenija,2019-02-28,11.0,8.0
iskrba,Jugovzhodna Slovenija,2019-03-31,10.0,6.0
iskrba,Jugovzhodna Slovenija,2019-04-30,6.0,7.0
iskrba,Jugovzhodna Slovenija,2019-05-31,5.0,6.0
iskrba,Jugovzhodna Slovenija,2019-06-30,12.0,6.0
iskrba,Jugovzhodna Slovenija,2019-07-31,8.0,7.0
iskrba,Jugovzhodna Slovenija,2019-08-31,13.0,4.0
iskrba,Jugovzhodna Slovenija,2019-09-30,12.0,12.0
iskrba,Jugovzhodna Slovenija,2019-10-31,7.0,8.0
iskrba,Jugovzhodna Slovenija,2019-11-30,4.0,7.0
iskrba,Jugovzhodna Slovenija,2019-12-31,3.0,10.0
iskrba,Jugovzhodna Slovenija,2020-01-31,1.6,12.0
iskrba,Jugovzhodna Slovenija,2020-02-29,11.2,7.0
iskrba,Jugovzhodna Slovenija,2020-03-31,10.5,7.0
iskrba,Jugovzhodna Slovenija,2020-04-30,9.7,9.0
iskrba,Jugovzhodna Slovenija,2020-05-31,4.7,5.0
iskrba,Jugovzhodna Slovenija,2020-06-30,,
iskrba,Jugovzhodna Slovenija,2020-07-31,,
iskrba,Jugovzhodna Slovenija,2020-08-31,,
iskrba,Jugovzhodna Slovenija,2020-09-30,,
iskrba,Jugovzhodna Slovenija,2020-10-31,,
iskrba,Jugovzhodna Slovenija,2020-11-30,,
iskrba,Jugovzhodna Slovenija,2020-12-31,,
iskrba,Jugovzhodna Slovenija,2021-01-31,2.0,9.0
iskrba,Jugovzhodna Slovenija,2021-02-28,3.0,14.0
iskrba,Jugovzhodna Slovenija,2021-03-31,7.0,13.0
iskrba,Jugovzhodna Slovenija,2021-04-30,3.0,5.0
iskrba,Jugovzhodna Slovenija,2021-05-31,23.0,4.0
iskrba,Jugovzhodna Slovenija,2021-06-30,5.0,9.0
iskrba,Jugovzhodna Slovenija,2021-07-31,3.0,4.0
iskrba,Jugovzhodna Slovenija,2021-08-31,3.0,3.0
iskrba,Jugovzhodna Slovenija,2021-09-30,25.0,6.0
iskrba,Jugovzhodna Slovenija,2021-10-31,19.0,7.0
iskrba,Jugovzhodna Slovenija,2021-11-30,5.0,19.0
iskrba,Jugovzhodna Slovenija,2021-12-31,6.0,9.0
iskrba,Jugovzhodna Slovenija,2022-01-31,3.0,11.0
iskrba,Jugovzhodna Slovenija,2022-02-28,5.0,9.0
iskrba,Jugovzhodna Slovenija,2022-03-31,10.0,6.0
iskrba,Jugovzhodna Slovenija,2022-04-30,22.0,10.0
iskrba,Jugovzhodna Slovenija,2022-05-31,11.0,5.0
iskrba,Jugovzhodna Slovenija,2022-06-30,15.0,7.0
iskrba,Jugovzhodna Slovenija,2022-07-31,30.0,4.0
iskrba,Jugovzhodna Slovenija,2022-08-31,5.0,4.0
iskrba,Jugovzhodna Slovenija,2022-09-30,8.0,9.0
iskrba,Jugovzhodna Slovenija,2022-10-31,16.0,5.0
iskrba,Jugovzhodna Slovenija,2022-11-30,11.0,8.0
iskrba,Jugovzhodna Slovenija,2022-12-31,6.0,21.0
iskrba,Jugovzhodna Slovenija,2023-01-31,2.0,11.0
iskrba,Jugovzhodna Slovenija,2023-02-28,16.0,14.0
iskrba,Jugovzhodna Slovenija,2023-03-31,5.0,12.0
iskrba,Jugovzhodna Slovenija,2023-04-30,3.0,6.0
iskrba,Jugovzhodna Slovenija,2023-05-31,9.0,5.0
iskrba,Jugovzhodna Slovenija,2023-06-30,5.0,7.0
iskrba,Jugovzhodna Slovenija,2023-07-31,6.0,7.0
iskrba,Jugovzhodna Slovenija,2023-08-31,20.0,5.0
iskrba,Jugovzhodna Slovenija,2023-09-30,54.0,10.0
iskrba,Jugovzhodna Slovenija,2023-10-31,4.0,7.0
iskrba,Jugovzhodna Slovenija,2023-11-30,5.0,10.0
iskrba,Jugovzhodna Slovenija,2023-12-31,1.0,10.0
koper,Obalno-kraška,2008-01-31,,80.0
koper,Obalno-kraška,2008-02-29,,108.0
koper,Obalno-kraška,2008-03-31,,175.0
koper,Obalno-kraška,2008-04-30,,79.0
koper,Obalno-kraška,2008-05-31,,75.0
koper,Obalno-kraška,2008-06-30,,75.0
koper,Obalno-kraška,2008-07-31,,63.0
koper,Obalno-kraška,2008-08-31,,58.0
koper,Obalno-kraška,2008-09-30,,71.0
koper,Obalno-kraška,2008-10-31,,94.0
koper,Obalno-kraška,2008-11-30,,66.0
koper,Obalno-kraška,2008-12-31,,62.0
koper,Obalno-kraška,2009-01-31,,83.0
koper,Obalno-kraška,2009-02-28,,90.0
koper,Obalno-kraška,2009-03-31,,88.0
koper,Obalno-kraška,2009-04-30,,94.0
koper,Obalno-kraška,2009-05-31,,75.0
koper,Obalno-kraška,2009-06-30,,92.0
koper,Obalno-kraška,2009-07-31,,64.0
koper,Obalno-kraška,2009-08-31,,51.0
koper,Obalno-kraška,2009-09-30,,67.0
koper,Obalno-kraška,2009-10-31,,61.0
koper,Obalno-kraška,2009-11-30,,64.0
koper,Obalno-kraška,2009-12-31,,83.0
koper,Obalno-kraška,2010-01-31,,102.0
koper,Obalno-kraška,2010-02-28,,85.0
koper,Obalno-kraška,2010-03-31,,93.0
koper,Obalno-kraška,2010-04-30,,107.0
koper,Obalno-kraška,2010-05-31,,59.0
koper,Obalno-kraška,2010-06-30,,81.0
koper,Obalno-kraška,2010-07-31,,82.0
koper,Obalno-kraška,2010-08-31,,79.0
koper,Obalno-kraška,2010-09-30,,96.0
koper,Obalno-kraška,2010-10-31,,92.0
koper,Obalno-kraška,2010-11-30,,73.0
koper,Obalno-kraška,2010-12-31,,71.0
koper,Obalno-kraška,2011-01-31,,77.0
koper,Obalno-kraška,2011-02-28,,111.0
koper,Obalno-kraška,2011-03-31,,95.0
koper,Obalno-kraška,2011-04-30,,86.0
koper,Obalno-kraška,2011-05-31,,66.0
koper,Obalno-kraška,2011-06-30,,74.0
koper,Obalno-kraška,2011-07-31,,66.0
koper,Obalno-kraška,2011-08-31,,65.0
koper,Obalno-kraška,2011-09-30,,71.0
koper,Obalno-kraška,2011-10-31,,78.0
koper,Obalno-kraška,2011-11-30,,69.0
koper,Obalno-kraška,2011-12-31,,72.0
koper,Obalno-kraška,2012-01-31,,72.0
koper,Obalno-kraška,2012-02-29,,87.0
koper,Obalno-kraška,2012-03-31,,106.0
koper,Obalno-kraška,2012-04-30,,79.0
koper,Obalno-kraška,2012-05-31,,75.0
koper,Obalno-kraška,2012-06-30,,74.0
koper,Obalno-kraška,2012-07-31,,73.0
koper,Obalno-kraška,2012-08-31,,72.0
koper,Obalno-kraška,2012-09-30,,56.0
koper,Obalno-kraška,2012-10-31,,44.0
koper,Obalno-kraška,2012-11-30,,61.0
koper,Obalno-kraška,2012-12-31,,93.0
koper,Obalno-kraška,2013-01-31,,86.0
koper,Obalno-kraška,2013-02-28,,76.0
koper,Obalno-kraška,2013-03-31,,90.0
koper,Obalno-kraška,2013-04-30,,95.0
koper,Obalno-kraška,2013-05-31,,53.0
koper,Obalno-kraška,2013-06-30,,68.0
koper,Obalno-kraška,2013-07-31,,61.0
koper,Obalno-kraška,2013-08-31,,68.0
koper,Obalno-kraška,2013-09-30,,65.0
koper,Obalno-kraška,2013-10-31,,64.0
koper,Obalno-kraška,2013-11-30,,94.0
koper,Obalno-kraška,2013-12-31,,107.0
koper,Obalno-kraška,2014-01-31,,72.0
koper,Obalno-kraška,2014-02-28,,65.0
koper,Obalno-kraška,2014-03-31,,102.0
koper,Obalno-kraška,2014-04-30,,95.0
koper,Obalno-kraška,2014-05-31,,62.0
koper,Obalno-kraška,2014-06-30,,53.0
koper,Obalno-kraška,2014-07-31,,58.0
koper,Obalno-kraška,2014-08-31,,48.0
koper,Obalno-kraška,2014-09-30,,48.0
koper,Obalno-kraška,2014-10-31,,58.0
koper,Obalno-kraška,2014-11-30,,69.0
koper,Obalno-kraška,2014-12-31,,82.0
koper,Obalno-kraška,2015-01-31,,85.0
koper,Obalno-kraška,2015-02-28,,76.0
koper,Obalno-kraška,2015-03-31,,87.0
koper,Obalno-kraška,2015-04-30,,90.0
koper,Obalno-kraška,2015-05-31,,53.0
koper,Obalno-kraška,2015-06-30,,56.0
koper,Obalno-kraška,2015-07-31,,64.0
koper,Obalno-kraška,2015-08-31,,60.0
koper,Obalno-kraška,2015-09-30,,58.0
koper,Obalno-kraška,2015-10-31,,65.0
koper,Obalno-kraška,2015-11-30,,69.0
koper,Obalno-kraška,2015-12-31,,71.0
koper,Obalno-kraška,2016-01-31,,81.0
koper,Obalno-kraška,2016-02-29,,76.0
koper,Obalno-kraška,2016-03-31,,65.0
koper,Obalno-kraška,2016-04-30,,87.0
koper,Obalno-kraška,2016-05-31,,52.0
koper,Obalno-kraška,2016-06-30,,51.0
koper,Obalno-kraška,2016-07-31,,44.0
koper,Obalno-kraška,2016-08-31,,27.0
koper,Obalno-kraška,2016-09-30,,27.0
koper,Obalno-kraška,2016-10-31,,51.0
koper,Obalno-kraška,2016-11-30,,45.0
koper,Obalno-kraška,2016-12-31,,51.0
koper,Obalno-kraška,2017-01-31,,50.0
koper,Obalno-kraška,2017-02-28,,85.0
koper,Obalno-kraška,2017-03-31,,106.0
koper,Obalno-kraška,2017-04-30,,73.0
koper,Obalno-kraška,2017-05-31,,77.0
koper,Obalno-kraška,2017-06-30,,82.0
koper,Obalno-kraška,2017-07-31,,92.0
koper,Obalno-kraška,2017-08-31,,89.0
koper,Obalno-kraška,2017-09-30,,58.0
koper,Obalno-kraška,2017-10-31,,63.0
koper,Obalno-kraška,2017-11-30,,77.0
koper,Obalno-kraška,2017-12-31,,84.0
koper,Obalno-kraška,2018-01-31,,81.0
koper,Obalno-kraška,2018-02-28,,83.0
koper,Obalno-kraška,2018-03-31,,82.0
koper,Obalno-kraška,2018-04-30,,87.0
koper,Obalno-kraška,2018-05-31,,60.0
koper,Obalno-kraška,2018-06-30,,59.0
koper,Obalno-kraška,2018-07-31,,51.0
koper,Obalno-kraška,2018-08-31,,64.0
koper,Obalno-kraška,2018-09-30,,73.0
koper,Obalno-kraška,2018-10-31,,77.0
koper,Obalno-kraška,2018-11-30,,59.0
koper,Obalno-kraška,2018-12-31,,74.0
koper,Obalno-kraška,2019-01-31,,73.0
koper,Obalno-kraška,2019-02-28,,72.0
koper,Obalno-kraška,2019-03-31,,101.0
koper,Obalno-kraška,2019-04-30,,78.0
koper,Obalno-kraška,2019-05-31,,67.0
koper,Obalno-kraška,2019-06-30,,53.0
koper,Obalno-kraška,2019-07-31,,55.0
koper,Obalno-kraška,2019-08-31,,49.0
koper,Obalno-kraška,2019-09-30,,57.0
koper,Obalno-kraška,2019-10-31,,46.0
koper,Obalno-kraška,2019-11-30,,38.0
koper,Obalno-kraška,2019-12-31,,71.0
koper,Obalno-kraška,2020-01-31,,77.0
koper,Obalno-kraška,2020-02-29,,81.0
koper,Obalno-kraška,2020-03-31,,71.0
koper,Obalno-kraška,2020-04-30,,62.0
koper,Obalno-kraška,2020-05-31,,64.0
koper,Obalno-kraška,2020-06-30,,45.0
koper,Obalno-kraška,2020-07-31,,66.0
koper,Obalno-kraška,2020-08-31,,49.0
koper,Obalno-kraška,2020-09-30,,60.0
koper,Obalno-kraška,2020-10-31,,51.0
koper,Obalno-kraška,2020-11-30,,71.0
koper,Obalno-kraška,2020-12-31,,62.0
koper,Obalno-kraška,2021-01-31,,69.0
koper,Obalno-kraška,2021-02-28,,82.0
koper,Obalno-kraška,2021-03-31,,89.0
koper,Obalno-kraška,2021-04-30,,76.0
koper,Obalno-kraška,2021-05-31,,53.0
koper,Obalno-kraška,2021-06-30,,81.0
koper,Obalno-kraška,2021-07-31,,51.0
koper,Obalno-kraška,2021-08-31,,58.0
koper,Obalno-kraška,2021-09-30,,79.0
koper,Obalno-kraška,2021-10-31,,69.0
koper,Obalno-kraška,2021-11-30,,62.0
koper,Obalno-kraška,2021-12-31,,65.0
koper,Obalno-kraška,2022-01-31,,69.0
koper,Obalno-kraška,2022-02-28,,78.0
koper,Obalno-kraška,2022-03-31,,76.0
koper,Obalno-kraška,2022-04-30,,116.0
koper,Obalno-kraška,2022-05-31,,76.0
koper,Obalno-kraška,2022-06-30,,56.0
koper,Obalno-kraška,2022-07-31,,63.0
koper,Obalno-kraška,2022-08-31,,74.0
koper,Obalno-kraška,2022-09-30,,55.0
koper,Obalno-kraška,2022-10-31,,73.0
koper,Obalno-kraška,2022-11-30,,52.0
koper,Obalno-kraška,2022-12-31,,56.0
koper,Obalno-kraška,2023-01-31,,74.0
koper,Obalno-kraška,2023-02-28,,71.0
koper,Obalno-kraška,2023-03-31,,69.0
koper,Obalno-kraška,2023-04-30,,73.0
koper,Obalno-kraška,2023-05-31,,63.0
koper,Obalno-kraška,2023-06-30,,49.0
koper,Obalno-kraška,2023-07-31,,61.0
koper,Obalno-kraška,2023-08-31,,64.0
koper,Obalno-kraška,2023-09-30,,57.0
koper,Obalno-kraška,2023-10-31,,55.0
koper,Obalno-kraška,2023-11-30,,66.0
koper,Obalno-kraška,2023-12-31,,73.0
kovk,Zasavska,1997-01-31,3000.0,11.0
kovk,Zasavska,1997-02-28,883.0,
kovk,Zasavska,1997-03-31,1427.0,3.0
kovk,Zasavska,1997-04-30,927.0,2.0
kovk,Zasavska,1997-05-31,1497.0,2.0
kovk,Zasavska,1997-06-30,1091.0,23.0
kovk,Zasavska,1997-07-31,1023.0,59.0
kovk,Zasavska,1997-08-31,1491.0,26.0
kovk,Zasavska,1997-09-30,949.0,29.0
kovk,Zasavska,1997-10-31,1039.0,31.0
kovk,Zasavska,1997-11-30,814.0,42.0
kovk,Zasavska,1997-12-31,778.0,36.0
kovk,Zasavska,1998-01-31,1314.0,37.0
kovk,Zasavska,1998-02-28,1667.0,32.0
kovk,Zasavska,1998-03-31,1916.0,51.0
kovk,Zasavska,1998-04-30,727.0,41.0
kovk,Zasavska,1998-05-31,866.0,56.0
kovk,Zasavska,1998-06-30,604.0,52.0
kovk,Zasavska,1998-07-31,1124.0,28.0
kovk,Zasavska,1998-08-31,505.0,30.0
kovk,Zasavska,1998-09-30,861.0,26.0
kovk,Zasavska,1998-10-31,571.0,34.0
kovk,Zasavska,1998-11-30,404.0,29.0
kovk,Zasavska,1998-12-31,959.0,48.0
kovk,Zasavska,1999-01-31,2167.0,46.0
kovk,Zasavska,1999-02-28,865.0,46.0
kovk,Zasavska,1999-03-31,845.0,47.0
kovk,Zasavska,1999-04-30,1077.0,58.0
kovk,Zasavska,1999-05-31,1177.0,42.0
kovk,Zasavska,1999-06-30,157.0,49.0
kovk,Zasavska,1999-07-31,109.0,37.0
kovk,Zasavska,1999-08-31,468.0,205.0
kovk,Zasavska,1999-09-30,542.0,53.0
kovk,Zasavska,1999-10-31,956.0,46.0
kovk,Zasavska,1999-11-30,901.0,58.0
kovk,Zasavska,1999-12-31,798.0,59.0
kovk,Zasavska,2000-01-31,617.0,55.0
kovk,Zasavska,2000-02-29,632.0,36.0
kovk,Zasavska,2000-03-31,856.0,41.0
kovk,Zasavska,2000-04-30,1237.0,59.0
kovk,Zasavska,2000-05-31,780.0,37.0
kovk,Zasavska,2000-06-30,753.0,46.0
kovk,Zasavska,2000-07-31,732.0,49.0
kovk,Zasavska,2000-08-31,218.0,53.0
kovk,Zasavska,2000-09-30,533.0,42.0
kovk,Zasavska,2000-10-31,494.0,24.0
kovk,Zasavska,2000-11-30,984.0,37.0
kovk,Zasavska,2000-12-31,1126.0,30.0
kovk,Zasavska,2001-01-31,562.0,31.0
kovk,Zasavska,2001-02-28,849.0,25.0
kovk,Zasavska,2001-03-31,703.0,44.0
kovk,Zasavska,2001-04-30,454.0,37.0
kovk,Zasavska,2001-05-31,939.0,44.0
kovk,Zasavska,2001-06-30,1451.0,33.0
kovk,Zasavska,2001-07-31,142.0,47.0
kovk,Zasavska,2001-08-31,206.0,37.0
kovk,Zasavska,2001-09-30,1189.0,15.0
kovk,Zasavska,2001-10-31,813.0,54.0
kovk,Zasavska,2001-11-30,103.0,37.0
kovk,Zasavska,2001-12-31,68.0,38.0
kovk,Zasavska,2002-01-31,158.0,27.0
kovk,Zasavska,2002-02-28,69.0,34.0
kovk,Zasavska,2002-03-31,122.0,49.0
kovk,Zasavska,2002-04-30,50.0,41.0
kovk,Zasavska,2002-05-31,112.0,33.0
kovk,Zasavska,2002-06-30,98.0,49.0
kovk,Zasavska,2002-07-31,87.0,61.0
kovk,Zasavska,2002-08-31,12.0,48.0
kovk,Zasavska,2002-09-30,57.0,53.0
kovk,Zasavska,2002-10-31,60.0,42.0
kovk,Zasavska,2002-11-30,702.0,42.0
kovk,Zasavska,2002-12-31,616.0,50.0
kovk,Zasavska,2003-01-31,686.0,207.0
kovk,Zasavska,2003-02-28,583.0,22.0
kovk,Zasavska,2003-03-31,969.0,31.0
kovk,Zasavska,2003-04-30,954.0,22.0
kovk,Zasavska,2003-05-31,1429.0,28.0
kovk,Zasavska,2003-06-30,981.0,21.0
kovk,Zasavska,2003-07-31,394.0,22.0
kovk,Zasavska,2003-08-31,90.0,18.0
kovk,Zasavska,2003-09-30,1806.0,21.0
kovk,Zasavska,2003-10-31,1173.0,34.0
kovk,Zasavska,2003-11-30,853.0,49.0
kovk,Zasavska,2003-12-31,1716.0,199.0
kovk,Zasavska,2004-01-31,472.0,278.0
kovk,Zasavska,2004-02-29,1351.0,39.0
kovk,Zasavska,2004-03-31,988.0,70.0
kovk,Zasavska,2004-04-30,1477.0,112.0
kovk,Zasavska,2004-05-31,742.0,71.0
kovk,Zasavska,2004-06-30,183.0,131.0
kovk,Zasavska,2004-07-31,444.0,89.0
kovk,Zasavska,2004-08-31,727.0,107.0
kovk,Zasavska,2004-09-30,755.0,45.0
kovk,Zasavska,2004-10-31,797.0,62.0
kovk,Zasavska,2004-11-30,877.0,88.0
kovk,Zasavska,2004-12-31,1514.0,203.0
kovk,Zasavska,2005-01-31,1063.0,59.0
kovk,Zasavska,2005-02-28,655.0,99.0
kovk,Zasavska,2005-03-31,923.0,97.0
kovk,Zasavska,2005-04-30,455.0,65.0
kovk,Zasavska,2005-05-31,46.0,
kovk,Zasavska,2005-06-30,886.0,73.0
kovk,Zasavska,2005-07-31,897.0,76.0
kovk,Zasavska,2005-08-31,772.0,56.0
kovk,Zasavska,2005-09-30,754.0,61.0
kovk,Zasavska,2005-10-31,674.0,10.0
kovk,Zasavska,2005-11-30,248.0,63.0
kovk,Zasavska,2005-12-31,77.0,66.0
